reservation_id,customer_id,theatre_id,movie_id,payment_id,booking_time_id,show_time_id,theatre_screen,seat_type,seats_booked,ticket_unit_price,base_amount,convenience_fee,tax_amount,discount_amount,quoted_total_amount,realized_total_amount,reservation_status,payment_status,booking_channel,promo_code
7338,17,19,31,6,202507022230,202507042230,5,IMAX,3,415,1245,47.35,232.62,0.0,1524.97,1524.97,Confirmed,Success,Android,
7339,38,22,37,17,202408071130,202408131330,1,Regular,1,160,160,14.8,31.46,0.0,206.26,206.26,Confirmed,Success,Android,
7340,491,20,4,15,202502081430,202502102200,6,Regular,3,340,1020,40.6,190.91,0.0,1251.51,1251.51,Confirmed,Success,Web,WEEKEND25
7341,105,23,22,9,202409032100,202409032100,4,Regular,5,475,2375,81.25,415.12,150.0,2721.37,0.0,Cancelled,Refunded,Web,
7342,338,8,44,19,202508070930,202508091200,8,Recliner,4,635,2540,86.2,472.72,0.0,3098.92,3098.92,Confirmed,Success,Web,
7343,40,23,22,2,202408062200,202408081800,9,Regular,2,475,950,38.5,160.83,95.0,1054.33,1054.33,Confirmed,Success,iOS,
7344,184,17,21,20,202505312130,202506261100,8,Premium,2,395,790,33.7,134.05,79.0,878.75,878.75,Confirmed,Success,Android,
7345,177,1,49,14,202504191500,202505122330,9,Regular,4,150,600,28.0,102.24,60.0,670.24,670.24,Confirmed,Success,Android,WELCOME50
7346,229,8,56,17,202506202300,202506242230,11,Regular,5,500,2500,85.0,465.3,0.0,3050.3,3050.3,Confirmed,Success,Android,
7347,1,24,21,4,202506260900,202507131900,1,Premium,4,575,2300,79.0,428.22,0.0,2807.22,2807.22,Confirmed,Success,Android,
7348,375,18,40,12,202504081930,202505052100,9,Premium,6,430,2580,87.4,453.13,150.0,2970.53,0.0,Confirmed,Failed,Web,MOVIE10
7349,293,17,54,6,202506290900,202507152330,1,Recliner,4,485,1940,68.2,334.48,150.0,2192.68,2192.68,Confirmed,Success,Web,
7350,295,6,58,13,202504152130,202505122230,9,Regular,4,465,1860,65.8,319.64,150.0,2095.44,0.0,Confirmed,Failed,Web,
7351,474,9,47,6,202506302300,202507112030,1,Recliner,4,405,1620,58.6,302.15,0.0,1980.75,1980.75,Confirmed,Success,Android,
7352,368,10,33,8,202502181000,202503171300,1,Regular,1,165,165,14.95,29.42,16.5,192.87,192.87,Confirmed,Success,Web,
7353,205,18,25,13,202412142030,202412241530,1,Premium,4,380,1520,55.6,283.61,0.0,1859.21,1859.21,Confirmed,Success,Web,
7354,100,15,45,5,202505251830,202506131100,1,Regular,4,375,1500,55.0,279.9,0.0,1834.9,1834.9,Confirmed,Success,Web,WEEKEND25
7355,34,21,45,8,202411231030,202411272000,1,Recliner,2,550,1100,43.0,185.94,110.0,1218.94,1218.94,Confirmed,Success,Android,
7356,250,6,40,19,202409252000,202410221700,9,Regular,5,410,2050,71.5,381.87,0.0,2503.37,2503.37,Confirmed,Success,Android,
7357,330,8,52,10,202505151500,202505191930,11,Premium,5,645,3225,106.75,599.72,0.0,3931.47,3931.47,Confirmed,Success,Web,
7358,233,20,41,11,202412071600,202412111800,1,Regular,1,340,340,20.2,64.84,0.0,425.04,425.04,Confirmed,Success,Web,FIRST100
7359,198,14,12,11,202506242030,202506281200,3,IMAX,2,720,1440,53.2,242.86,144.0,1592.06,1592.06,Confirmed,Success,iOS,FIRST100
7360,142,20,45,16,202502052100,202502102030,7,Regular,3,340,1020,40.6,190.91,0.0,1251.51,1251.51,Confirmed,Success,Android,WEEKEND25
7361,100,8,44,10,202502151730,202502192100,4,IMAX,5,895,4475,144.25,804.46,150.0,5273.71,5273.71,Confirmed,Success,Web,FIRST100
7362,37,16,55,3,202404141500,202404251700,3,Regular,2,255,510,25.3,87.17,51.0,571.47,571.47,Confirmed,Success,Web,WELCOME50
7363,497,9,24,5,202409141900,202409232230,6,Premium,2,330,660,29.8,124.16,0.0,813.96,0.0,Confirmed,Refunded,Android,
7364,218,6,47,3,202505161930,202506141500,7,Premium,3,530,1590,57.7,296.59,0.0,1944.29,0.0,Confirmed,Refunded,Web,
7365,366,6,48,7,202501241200,202502061800,7,Regular,1,465,465,23.95,88.01,0.0,576.96,576.96,Confirmed,Success,Android,
7366,217,21,39,4,202504041130,202505021000,7,Recliner,2,440,880,36.4,164.95,0.0,1081.35,1081.35,Confirmed,Success,Web,MOVIE10
7367,398,4,15,19,202507251200,202508041300,2,Recliner,2,415,830,34.9,155.68,0.0,1020.58,0.0,Confirmed,Failed,Web,FESTIVE150
7368,68,17,38,6,202402281130,202403282030,5,Regular,2,380,760,32.8,129.02,76.0,845.82,845.82,Confirmed,Success,Web,
7369,57,8,17,9,202502152200,202502281700,6,Regular,1,440,440,23.2,75.46,44.0,494.66,494.66,Confirmed,Success,Web,
7370,23,13,34,16,202403062100,202403291730,3,Regular,4,215,860,35.8,161.24,0.0,1057.04,1057.04,Confirmed,Success,Web,MOVIE10
7371,51,9,22,18,202502151230,202502171930,2,Regular,4,250,1000,40.0,187.2,0.0,1227.2,1227.2,Confirmed,Success,Web,
7372,112,12,15,12,202504071130,202504092030,1,IMAX,6,450,2700,91.0,502.38,0.0,3293.38,3293.38,Confirmed,Success,iOS,
7373,427,6,26,12,202506210930,202506242100,4,Regular,3,465,1395,51.85,260.43,0.0,1707.28,1707.28,Confirmed,Success,Web,
7374,104,13,21,5,202506281900,202507211400,2,Regular,5,215,1075,42.25,201.1,0.0,1318.35,1318.35,Confirmed,Success,iOS,MOVIE10
7375,419,7,3,7,202406102000,202407072200,3,Recliner,5,455,2275,78.25,396.58,150.0,2599.83,2599.83,Confirmed,Success,Web,
7376,104,12,10,11,202507242200,202508061630,2,Regular,1,220,220,16.6,42.59,0.0,279.19,279.19,Confirmed,Success,Android,
7377,295,4,56,17,202507132330,202508051330,6,Recliner,4,415,1660,59.8,282.56,150.0,1852.36,1852.36,Confirmed,Success,Web,WELCOME50
7378,419,12,23,10,202505221230,202506041600,4,Regular,3,220,660,29.8,124.16,0.0,813.96,813.96,Confirmed,Success,Web,WELCOME50
7379,128,18,21,16,202506071200,202506101800,2,Regular,3,330,990,39.7,185.35,0.0,1215.05,0.0,Confirmed,Failed,iOS,
7380,428,14,37,3,202412300930,202501032330,1,Regular,1,400,400,22.0,75.96,0.0,497.96,497.96,Confirmed,Success,Web,WEEKEND25
7381,477,13,60,10,202502271100,202503082100,1,Recliner,4,390,1560,56.8,291.02,0.0,1907.82,1907.82,Confirmed,Success,Web,
7382,345,13,46,3,202407251800,202408181900,7,Regular,4,240,960,38.8,179.78,0.0,1178.58,0.0,Confirmed,Failed,Android,
7383,116,13,15,8,202504072200,202504131530,8,Regular,2,215,430,22.9,81.52,0.0,534.42,534.42,Confirmed,Success,Web,FESTIVE150
7384,41,10,59,6,202505202000,202506172030,1,Regular,4,205,820,34.6,153.83,0.0,1008.43,1008.43,Confirmed,Success,iOS,
7385,182,11,29,5,202411261930,202412171830,3,Regular,5,350,1750,62.5,326.25,0.0,2138.75,2138.75,Confirmed,Success,Web,
7386,408,16,35,14,202506152300,202507102000,1,Regular,4,290,1160,44.8,216.86,0.0,1421.66,1421.66,Confirmed,Success,Android,
7387,207,15,10,2,202507251200,202507251430,4,Regular,6,415,2490,84.7,436.45,150.0,2861.15,2861.15,Confirmed,Success,Web,
7388,415,17,12,11,202507271400,202508212100,7,Regular,1,380,380,21.4,65.41,38.0,428.81,428.81,Confirmed,Success,Web,WEEKEND25
7389,118,2,46,6,202501172130,202501231230,4,Premium,3,265,795,33.85,149.19,0.0,978.04,0.0,Cancelled,Refunded,Web,WEEKEND25
7390,372,5,41,15,202501121930,202501171800,9,Regular,1,210,210,16.3,40.73,0.0,267.03,267.03,Confirmed,Success,Android,
7391,344,18,59,4,202506071430,202506292230,5,Regular,1,330,330,19.9,62.98,0.0,412.88,0.0,Confirmed,Failed,Web,
7392,177,13,42,17,202408011030,202408271800,6,Regular,4,240,960,38.8,179.78,0.0,1178.58,1178.58,Confirmed,Success,iOS,
7393,495,12,47,9,202508131200,202508211130,2,Recliner,5,320,1600,58.0,298.44,0.0,1956.44,0.0,Cancelled,Success,Web,MOVIE10
7394,154,25,29,16,202503261930,202503272100,2,Regular,6,480,2880,96.4,508.75,150.0,3335.15,3335.15,Confirmed,Success,iOS,WELCOME50
7395,475,19,59,2,202505111100,202505282330,1,Regular,4,185,740,32.2,125.68,74.0,823.88,823.88,Confirmed,Success,Web,
7396,350,12,5,18,202502101030,202502281230,2,Regular,3,200,600,28.0,113.04,0.0,741.04,741.04,Confirmed,Success,iOS,FIRST100
7397,498,18,43,8,202507131300,202508032100,3,Recliner,3,530,1590,57.7,269.59,150.0,1767.29,1767.29,Confirmed,Success,Android,
7398,348,7,27,19,202505221600,202505252000,1,Recliner,1,455,455,23.65,86.16,0.0,564.81,564.81,Confirmed,Success,Web,
7399,175,4,13,10,202403121700,202403301930,10,Regular,3,325,975,39.25,182.56,0.0,1196.81,0.0,Cancelled,Refunded,Web,
7400,280,8,22,8,202408201400,202408211900,7,Premium,4,645,2580,87.4,480.13,0.0,3147.53,3147.53,Confirmed,Success,iOS,FIRST100
7401,153,7,14,2,202501121030,202501271230,5,Premium,3,295,885,36.55,165.88,0.0,1087.43,1087.43,Confirmed,Success,Web,MOVIE10
7402,322,18,13,1,202404011700,202404291030,3,Regular,6,265,1590,57.7,296.59,0.0,1944.29,1944.29,Confirmed,Success,iOS,
7403,195,8,26,10,202410062300,202410142200,7,Regular,4,500,2000,70.0,372.6,0.0,2442.6,0.0,Cancelled,Success,Web,WEEKEND25
7404,487,2,16,10,202508121000,202508121130,4,IMAX,3,365,1095,42.85,204.81,0.0,1342.66,1342.66,Confirmed,Success,Android,
7405,257,11,12,10,202504261900,202505100900,3,IMAX,3,505,1515,55.45,282.68,0.0,1853.13,1853.13,Confirmed,Success,Web,WEEKEND25
7406,283,19,30,5,202503202230,202503242030,2,Regular,6,230,1380,51.4,257.65,0.0,1689.05,1689.05,Confirmed,Success,iOS,
7407,205,17,41,6,202410201000,202410302200,8,Regular,2,380,760,32.8,142.7,0.0,935.5,935.5,Confirmed,Success,Web,
7408,239,12,52,7,202501030900,202501142130,2,Premium,1,325,325,19.75,62.05,0.0,406.8,406.8,Confirmed,Success,Android,
7409,375,12,38,6,202407222000,202408202000,4,Regular,2,250,500,25.0,85.5,50.0,560.5,560.5,Confirmed,Success,Web,FIRST100
7410,494,19,18,6,202504161200,202504271300,5,Regular,5,185,925,37.75,156.64,92.5,1026.89,1026.89,Confirmed,Success,Web,
7411,227,16,40,7,202503311530,202504051600,2,Recliner,2,405,810,34.3,137.39,81.0,900.69,0.0,Cancelled,Refunded,iOS,
7412,295,25,4,3,202412281300,202501021030,5,Premium,3,495,1485,54.55,277.12,0.0,1816.67,1816.67,Confirmed,Success,iOS,FIRST100
7413,203,17,14,19,202506050930,202506102000,7,Premium,6,495,2970,99.1,552.44,0.0,3621.54,3621.54,Confirmed,Success,iOS,MOVIE10
7414,145,14,10,15,202508021500,202508031530,6,Regular,5,440,2200,76.0,409.68,0.0,2685.68,2685.68,Confirmed,Success,iOS,
7415,159,23,9,18,202505172200,202505222200,1,Regular,4,475,1900,67.0,354.06,0.0,2321.06,2321.06,Confirmed,Success,Android,WELCOME50
7416,277,18,54,7,202506141900,202507131200,9,Regular,4,265,1060,41.8,198.32,0.0,1300.12,1300.12,Confirmed,Success,iOS,
7417,82,15,4,17,202411052130,202411082230,1,Regular,4,470,1880,66.4,350.35,0.0,2296.75,2296.75,Confirmed,Success,Android,
7418,195,15,19,5,202411291100,202412031100,2,Recliner,4,605,2420,82.6,423.47,150.0,2776.07,0.0,Confirmed,Refunded,Android,
7419,186,17,23,8,202504031230,202504261230,5,Premium,5,395,1975,69.25,340.96,150.0,2235.21,2235.21,Confirmed,Success,Web,
7420,453,6,49,15,202409041500,202409101500,2,Regular,6,410,2460,83.8,457.88,0.0,3001.68,3001.68,Confirmed,Success,Android,
7421,18,1,49,17,202412052200,202412151200,1,Recliner,4,240,960,38.8,179.78,0.0,1178.58,0.0,Confirmed,Refunded,Web,
7422,191,2,58,8,202504082200,202504261600,3,Premium,6,290,1740,62.2,297.4,150.0,1949.6,1949.6,Confirmed,Success,Android,
7423,475,21,50,17,202504170930,202505011830,2,Recliner,4,550,2200,76.0,409.68,0.0,2685.68,0.0,Confirmed,Failed,iOS,
7424,307,23,21,9,202507071530,202508032100,2,Regular,5,475,2375,81.25,415.12,150.0,2721.37,2721.37,Confirmed,Success,Android,
7425,425,15,3,3,202507142000,202508032000,6,Premium,2,615,1230,46.9,229.84,0.0,1506.74,1506.74,Confirmed,Success,Android,
7426,340,25,54,6,202411232230,202412161600,2,Recliner,1,670,670,30.1,126.02,0.0,826.12,826.12,Confirmed,Success,Web,
7427,258,19,49,1,202502282300,202503231430,4,Regular,1,205,205,16.15,36.12,20.5,236.77,236.77,Confirmed,Success,Web,MOVIE10
7428,361,3,38,18,202405081500,202405101300,3,Regular,5,255,1275,48.25,238.19,0.0,1561.44,1561.44,Confirmed,Success,Web,
7429,472,5,55,8,202408311830,202409201830,7,Recliner,3,330,990,39.7,185.35,0.0,1215.05,1215.05,Confirmed,Success,Android,WEEKEND25
7430,145,14,15,11,202506112230,202507072230,3,Regular,3,500,1500,55.0,279.9,0.0,1834.9,1834.9,Confirmed,Success,Android,
7431,304,23,44,7,202507231700,202507272230,5,Premium,2,615,1230,46.9,207.7,123.0,1361.6,1361.6,Confirmed,Success,Web,
7432,279,10,2,4,202504191830,202505011630,1,Recliner,4,290,1160,44.8,216.86,0.0,1421.66,1421.66,Confirmed,Success,Android,
7433,243,1,8,18,202506211830,202507132100,5,Regular,3,190,570,27.1,97.22,57.0,637.32,637.32,Confirmed,Success,Android,MOVIE10
7434,435,25,54,10,202505171400,202505172030,3,Regular,1,480,480,24.4,90.79,0.0,595.19,595.19,Confirmed,Success,Android,
7435,401,5,9,2,202503192300,202503231330,6,Regular,5,165,825,34.75,139.91,82.5,917.16,917.16,Confirmed,Success,Android,
7436,389,10,50,1,202506271800,202507080900,5,Regular,5,165,825,34.75,139.91,82.5,917.16,917.16,Confirmed,Success,Android,
7437,244,15,49,19,202505071530,202505071600,9,Regular,3,415,1245,47.35,232.62,0.0,1524.97,1524.97,Confirmed,Success,Android,
7438,61,10,56,1,202505150930,202505311700,5,Regular,6,180,1080,42.4,202.03,0.0,1324.43,0.0,Cancelled,Refunded,Web,MOVIE10
7439,142,9,48,4,202504131930,202505061830,2,Premium,4,330,1320,49.6,246.53,0.0,1616.13,0.0,Cancelled,Success,Web,MOVIE10
7440,317,17,18,14,202505161230,202505232100,8,Premium,1,495,495,24.85,93.57,0.0,613.42,613.42,Confirmed,Success,Web,MOVIE10
7441,345,6,24,7,202504121600,202505091030,9,Regular,6,370,2220,76.6,413.39,0.0,2709.99,2709.99,Confirmed,Success,Web,
7442,444,23,7,7,202405291200,202406262330,3,Regular,6,380,2280,78.4,397.51,150.0,2605.91,2605.91,Confirmed,Success,Android,MOVIE10
7443,342,2,57,7,202507132000,202507191930,7,Premium,3,330,990,39.7,167.53,99.0,1098.23,1098.23,Confirmed,Success,iOS,
7444,276,9,29,15,202410311630,202411111930,7,Regular,1,250,250,17.5,48.15,0.0,315.65,315.65,Confirmed,Success,iOS,
7445,49,10,35,8,202507091400,202507311200,1,Regular,4,165,660,29.8,124.16,0.0,813.96,813.96,Confirmed,Success,Web,
7446,379,11,29,9,202411032300,202411072130,4,Regular,4,350,1400,52.0,236.16,140.0,1548.16,1548.16,Confirmed,Success,Web,
7447,6,9,55,14,202407021200,202407051730,8,Regular,3,220,660,29.8,124.16,0.0,813.96,813.96,Confirmed,Success,Android,FESTIVE150
7448,382,16,40,10,202508032030,202508032300,3,IMAX,2,415,830,34.9,155.68,0.0,1020.58,1020.58,Confirmed,Success,iOS,WEEKEND25
7449,251,8,56,6,202504262130,202505192200,9,Regular,6,500,3000,100.0,531.0,150.0,3481.0,3481.0,Confirmed,Success,Android,MOVIE10
7450,286,5,3,17,202411031930,202411052230,2,Regular,3,210,630,28.9,118.6,0.0,777.5,777.5,Confirmed,Success,Android,WELCOME50
7451,127,12,9,9,202504141600,202504292030,2,Regular,1,250,250,17.5,48.15,0.0,315.65,315.65,Confirmed,Success,iOS,
7452,255,6,10,3,202508091130,202508091830,2,Recliner,4,745,2980,99.4,554.29,0.0,3633.69,3633.69,Confirmed,Success,Web,
7453,41,18,18,15,202412011930,202412081930,9,Premium,3,430,1290,48.7,217.75,129.0,1427.45,1427.45,Confirmed,Success,Android,WELCOME50
7454,366,16,14,12,202412240900,202412312030,2,Regular,5,290,1450,53.5,270.63,0.0,1774.13,1774.13,Confirmed,Success,Web,
7455,234,15,55,5,202406261600,202407231330,6,Recliner,4,605,2420,82.6,450.47,0.0,2953.07,2953.07,Confirmed,Success,Android,FIRST100
7456,135,7,27,1,202407281630,202408221400,3,IMAX,4,450,1800,64.0,335.52,0.0,2199.52,2199.52,Confirmed,Success,Web,
7457,277,13,31,3,202506051600,202506261830,1,Premium,1,315,315,19.45,60.2,0.0,394.65,0.0,Cancelled,Failed,Web,
7458,319,5,51,15,202408171430,202408291630,9,Recliner,4,290,1160,44.8,216.86,0.0,1421.66,1421.66,Confirmed,Success,Web,
7459,76,25,56,9,202505192200,202506132000,4,Regular,6,480,2880,96.4,535.75,0.0,3512.15,3512.15,Confirmed,Success,Android,
7460,412,10,55,4,202404082230,202405012330,1,Regular,6,165,990,39.7,185.35,0.0,1215.05,0.0,Cancelled,Refunded,Android,FIRST100
7461,1,25,48,7,202506272230,202507171200,4,Regular,1,380,380,21.4,65.41,38.0,428.81,428.81,Confirmed,Success,iOS,
7462,69,9,36,11,202405221030,202405281300,2,Regular,3,200,600,28.0,113.04,0.0,741.04,0.0,Confirmed,Failed,Android,
7463,3,10,48,18,202503171300,202504122030,2,Regular,1,205,205,16.15,39.81,0.0,260.96,260.96,Confirmed,Success,Android,
7464,293,24,59,18,202508202100,202508212230,1,Premium,2,575,1150,44.5,215.01,0.0,1409.51,1409.51,Confirmed,Success,Web,FIRST100
7465,353,17,46,19,202503102230,202503292230,7,Premium,6,495,2970,99.1,525.44,150.0,3444.54,3444.54,Confirmed,Success,Web,
7466,480,10,50,20,202409222000,202410111900,1,Regular,6,205,1230,46.9,229.84,0.0,1506.74,1506.74,Confirmed,Success,Web,
7467,181,4,41,17,202508101230,202508151100,7,Regular,6,260,1560,56.8,291.02,0.0,1907.82,1907.82,Confirmed,Success,Web,MOVIE10
7468,128,13,28,6,202507221000,202508011330,1,Premium,5,250,1250,47.5,211.05,125.0,1383.55,1383.55,Confirmed,Success,Web,FESTIVE150
7469,261,18,55,9,202412111000,202412292000,4,Regular,4,330,1320,49.6,246.53,0.0,1616.13,1616.13,Confirmed,Success,iOS,
7470,60,12,56,5,202506261930,202507142100,1,Regular,1,250,250,17.5,48.15,0.0,315.65,0.0,Cancelled,Success,Web,
7471,397,22,9,11,202502251000,202503161800,6,Regular,1,200,200,16.0,38.88,0.0,254.88,254.88,Confirmed,Success,Web,
7472,95,11,52,12,202505192230,202505231130,1,Regular,5,280,1400,52.0,261.36,0.0,1713.36,1713.36,Confirmed,Success,iOS,
7473,201,5,52,13,202408291730,202409151900,1,Regular,2,210,420,22.6,79.67,0.0,522.27,0.0,Cancelled,Success,Web,
7474,499,21,56,5,202506042200,202506121530,3,Regular,6,300,1800,64.0,335.52,0.0,2199.52,2199.52,Confirmed,Success,Android,
7475,79,14,51,17,202412101830,202412170930,3,Regular,4,400,1600,58.0,298.44,0.0,1956.44,0.0,Confirmed,Refunded,Web,WEEKEND25
7476,196,2,21,18,202507251530,202507252000,7,Recliner,4,405,1620,58.6,302.15,0.0,1980.75,1980.75,Confirmed,Success,Android,
7477,93,11,20,20,202504131200,202504142230,1,Regular,1,350,350,20.5,66.69,0.0,437.19,0.0,Confirmed,Failed,iOS,
7478,298,13,52,8,202505271600,202506151600,7,Premium,5,275,1375,51.25,256.72,0.0,1682.97,1682.97,Confirmed,Success,iOS,
7479,87,5,49,8,202503081300,202503082100,4,Recliner,6,330,1980,69.4,368.89,0.0,2418.29,2418.29,Confirmed,Success,Web,
7480,196,3,39,8,202407051230,202407292200,1,Regular,1,320,320,19.6,61.13,0.0,400.73,400.73,Confirmed,Success,Android,WELCOME50
7481,179,8,47,9,202507111030,202507231030,5,Regular,1,400,400,22.0,75.96,0.0,497.96,497.96,Confirmed,Success,Android,WEEKEND25
7482,322,8,37,3,202410142200,202410172030,1,Premium,2,645,1290,48.7,240.97,0.0,1579.67,1579.67,Confirmed,Success,Android,MOVIE10
7483,455,12,42,11,202505131500,202505312300,4,IMAX,6,360,2160,74.8,402.26,0.0,2637.06,2637.06,Confirmed,Success,Web,WEEKEND25
7484,118,6,40,13,202409171330,202410152000,8,Regular,6,465,2790,93.7,492.07,150.0,3225.77,3225.77,Confirmed,Success,Android,MOVIE10
7485,355,4,15,19,202507150900,202507311130,10,Regular,4,260,1040,41.2,194.62,0.0,1275.82,1275.82,Confirmed,Success,Android,MOVIE10
7486,248,4,22,3,202404181700,202404242100,5,Regular,2,325,650,29.5,122.31,0.0,801.81,801.81,Confirmed,Success,Android,FESTIVE150
7487,357,10,51,18,202412101900,202412231230,1,Regular,3,165,495,24.85,93.57,0.0,613.42,613.42,Confirmed,Success,Web,
7488,326,4,7,14,202503242030,202504042300,1,Premium,5,340,1700,61.0,316.98,0.0,2077.98,2077.98,Confirmed,Success,Web,
7489,410,20,15,8,202503022000,202503221100,6,Premium,4,355,1420,52.6,239.51,142.0,1570.11,1570.11,Confirmed,Success,Web,
7490,391,19,11,2,202506241100,202507142130,3,Premium,1,300,300,19.0,57.42,0.0,376.42,376.42,Confirmed,Success,Web,
7491,365,10,37,3,202508142030,202508192330,5,Regular,1,165,165,14.95,32.39,0.0,212.34,212.34,Confirmed,Success,Web,
7492,256,16,40,11,202505300900,202506261800,2,Premium,2,375,750,32.5,140.85,0.0,923.35,923.35,Confirmed,Success,iOS,MOVIE10
7493,230,23,16,10,202506212130,202507192200,8,Premium,2,615,1230,46.9,207.7,123.0,1361.6,1361.6,Confirmed,Success,Web,
7494,307,19,19,13,202506121600,202507022030,4,Premium,5,300,1500,55.0,279.9,0.0,1834.9,0.0,Confirmed,Failed,Web,
7495,90,8,34,16,202507051600,202507101500,10,Regular,1,440,440,23.2,83.38,0.0,546.58,546.58,Confirmed,Success,Android,
7496,398,10,52,11,202409191600,202409242000,2,Recliner,2,330,660,29.8,124.16,0.0,813.96,0.0,Cancelled,Success,Android,WEEKEND25
7497,381,20,2,17,202507111730,202507192000,2,IMAX,6,615,3690,120.7,685.93,0.0,4496.63,4496.63,Confirmed,Success,Web,
7498,248,11,12,15,202505231130,202505241930,4,Premium,5,455,2275,78.25,423.58,0.0,2776.83,2776.83,Confirmed,Success,Web,
7499,460,18,18,12,202501231500,202502131500,3,Regular,1,295,295,18.85,56.49,0.0,370.34,370.34,Confirmed,Success,Android,
7500,313,2,29,4,202502191630,202503162030,1,Regular,1,250,250,17.5,43.65,25.0,286.15,0.0,Confirmed,Failed,Web,
7501,282,3,35,13,202508081000,202508212100,3,Regular,4,320,1280,48.4,239.11,0.0,1567.51,0.0,Confirmed,Failed,iOS,FIRST100
7502,229,21,34,5,202412071900,202412122200,4,Recliner,6,550,3300,109.0,613.62,0.0,4022.62,4022.62,Confirmed,Success,Web,
7503,9,14,39,6,202502082300,202503072030,7,Regular,3,500,1500,55.0,279.9,0.0,1834.9,1834.9,Confirmed,Success,Web,
7504,254,4,8,15,202505072330,202505081100,4,Premium,2,340,680,30.4,127.87,0.0,838.27,838.27,Confirmed,Success,Web,
7505,291,24,24,6,202504092030,202504300900,1,Premium,6,460,2760,92.8,486.5,150.0,3189.3,3189.3,Confirmed,Success,Android,
7506,299,6,52,3,202506061230,202506092030,7,Regular,6,465,2790,93.7,492.07,150.0,3225.77,3225.77,Confirmed,Success,Android,
7507,280,18,41,20,202409141600,202409171430,3,Regular,5,295,1475,54.25,275.26,0.0,1804.51,1804.51,Confirmed,Success,iOS,
7508,274,17,22,13,202504221730,202504291900,7,Premium,2,495,990,39.7,185.35,0.0,1215.05,0.0,Confirmed,Refunded,Web,
7509,4,14,39,10,202408041700,202408111900,2,Recliner,2,800,1600,58.0,298.44,0.0,1956.44,1956.44,Confirmed,Success,Web,FESTIVE150
7510,313,11,23,18,202501052000,202502012130,2,Regular,5,350,1750,62.5,326.25,0.0,2138.75,2138.75,Confirmed,Success,iOS,
7511,429,8,30,18,202411121230,202411182000,3,Regular,6,500,3000,100.0,558.0,0.0,3658.0,3658.0,Confirmed,Success,Web,
7512,45,17,35,9,202508172230,202508191330,7,Regular,3,305,915,37.45,171.44,0.0,1123.89,0.0,Confirmed,Refunded,Web,
7513,349,15,22,11,202405022100,202405151400,6,Regular,6,415,2490,84.7,463.45,0.0,3038.15,3038.15,Confirmed,Success,iOS,MOVIE10
7514,286,14,28,10,202507202300,202508070900,3,Regular,6,400,2400,82.0,446.76,0.0,2928.76,0.0,Cancelled,Refunded,Web,
7515,48,9,1,1,202506202330,202506271300,3,Recliner,5,325,1625,58.75,303.07,0.0,1986.82,1986.82,Confirmed,Success,Android,WEEKEND25
7516,445,15,33,14,202505050900,202505071000,1,Recliner,3,605,1815,64.45,338.3,0.0,2217.75,0.0,Confirmed,Refunded,iOS,
7517,381,17,55,10,202507021930,202507101200,5,Regular,5,305,1525,55.75,284.53,0.0,1865.28,0.0,Confirmed,Failed,Web,WEEKEND25
7518,72,10,59,13,202506231030,202506231100,2,Regular,5,165,825,34.75,154.75,0.0,1014.5,0.0,Cancelled,Success,Android,
7519,242,14,22,10,202408092030,202408231830,6,Regular,6,500,3000,100.0,531.0,150.0,3481.0,0.0,Confirmed,Failed,iOS,
7520,361,13,18,20,202503051400,202503071800,3,Regular,6,240,1440,53.2,268.78,0.0,1761.98,0.0,Confirmed,Refunded,Web,
7521,446,12,14,8,202504081400,202504231900,1,Premium,1,325,325,19.75,56.2,32.5,368.45,368.45,Confirmed,Success,Web,FIRST100
7522,400,15,14,11,202412251000,202412312100,8,Regular,5,470,2350,80.5,437.49,0.0,2867.99,2867.99,Confirmed,Success,Web,
7523,290,4,59,18,202506242300,202506252300,4,Regular,3,260,780,33.4,146.41,0.0,959.81,959.81,Confirmed,Success,Web,
7524,303,22,31,9,202506152030,202506152030,4,Regular,4,200,800,34.0,150.12,0.0,984.12,0.0,Cancelled,Refunded,iOS,
7525,376,17,53,8,202504281830,202505212230,3,Regular,5,380,1900,67.0,327.06,150.0,2144.06,2144.06,Confirmed,Success,Android,
7526,73,17,15,14,202507271330,202508071230,3,Recliner,2,485,970,39.1,181.64,0.0,1190.74,1190.74,Confirmed,Success,iOS,
7527,426,12,47,14,202507142300,202507302300,2,Regular,4,200,800,34.0,150.12,0.0,984.12,984.12,Confirmed,Success,Android,
7528,156,17,5,19,202411011300,202411062230,9,Regular,1,380,380,21.4,65.41,38.0,428.81,428.81,Confirmed,Success,Web,
7529,263,15,49,1,202409140930,202410122000,2,Regular,3,470,1410,52.3,263.21,0.0,1725.51,1725.51,Confirmed,Success,Android,
7530,373,19,20,18,202506261500,202506281800,1,Regular,4,230,920,37.6,172.37,0.0,1129.97,1129.97,Confirmed,Success,Android,
7531,308,8,52,16,202501182030,202502131500,8,Regular,6,440,2640,89.2,491.26,0.0,3220.46,3220.46,Confirmed,Success,Web,
7532,153,11,60,14,202412141530,202412221300,3,Recliner,1,450,450,23.5,77.13,45.0,505.63,0.0,Confirmed,Refunded,Web,WEEKEND25
7533,208,2,45,19,202412302100,202501172000,4,Regular,3,250,750,32.5,140.85,0.0,923.35,923.35,Confirmed,Success,Android,
